glucose_uptake,Phi,growth_rate,acetate_secretion,o2_uptake,ethanol_secretion,co2_secretion,frac_fermentative,status
1.0,5000.0,0.04838497229681449,0.0,3.8850154449505596,0.0,3.940953311422907,0.0,optimal
1.6551724137931034,5000.0,0.10899500273479672,0.0,5.166688521216283,0.0,5.2926976438779825,0.0,optimal
2.310344827586207,5000.0,0.16905121587710678,0.0,6.472569837583507,0.0,6.668009948259031,0.0,optimal
2.9655172413793105,5000.0,0.21914155343002797,0.4348836813929355,7.344308158577981,0.0,7.597657708498435,0.05414023536065672,optimal
3.6206896551724137,5000.0,0.23727523615827495,2.26426878621873,6.823920145740954,0.0,7.098234046263536,0.24184438998117858,optimal
4.275862068965517,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
4.931034482758621,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
5.586206896551724,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
6.241379310344827,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
6.896551724137931,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
7.551724137931034,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
8.206896551724139,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
8.862068965517242,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
9.517241379310345,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
10.172413793103448,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
10.827586206896552,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
11.482758620689655,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
12.137931034482758,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
12.793103448275861,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
13.448275862068964,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
14.103448275862068,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
14.758620689655173,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
15.413793103448276,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
16.06896551724138,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
16.724137931034484,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
17.379310344827587,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
18.03448275862069,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
18.689655172413794,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
19.344827586206897,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
20.0,5000.0,0.2521175151184987,3.761606335265364,6.397986584983751,0.0,6.6894596442122465,0.3599256135835232,optimal
